LOG:  database system was shut down at 2012-07-29 23:31:50 CEST
LOG:  database system is ready to accept connections
LOG:  autovacuum launcher started
LOG:  duration: 4761.137 ms  statement: select a/41232, avg(b) from uk3 group by a/41232;
LOG:  duration: 0.408 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=41280 qcache=0 func='avg';
LOG:  duration: 4853.610 ms  statement: select a/41280, avg(b) from uk3 group by a/41280;
LOG:  duration: 0.378 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=41328 qcache=0 func='avg';
LOG:  duration: 4828.036 ms  statement: select a/41328, avg(b) from uk3 group by a/41328;
LOG:  duration: 0.391 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=41376 qcache=0 func='avg';
LOG:  duration: 4768.850 ms  statement: select a/41376, avg(b) from uk3 group by a/41376;
LOG:  duration: 0.657 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=41424 qcache=0 func='avg';
LOG:  duration: 4727.123 ms  statement: select a/41424, avg(b) from uk3 group by a/41424;
LOG:  duration: 0.394 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=41472 qcache=0 func='avg';
LOG:  duration: 4762.589 ms  statement: select a/41472, avg(b) from uk3 group by a/41472;
LOG:  duration: 0.434 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=41520 qcache=0 func='avg';
LOG:  duration: 4752.287 ms  statement: select a/41520, avg(b) from uk3 group by a/41520;
LOG:  duration: 0.485 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=41568 qcache=0 func='avg';
LOG:  duration: 5095.375 ms  statement: select a/41568, avg(b) from uk3 group by a/41568;
LOG:  duration: 0.469 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=41616 qcache=0 func='avg';
LOG:  duration: 4711.762 ms  statement: select a/41616, avg(b) from uk3 group by a/41616;
LOG:  duration: 0.392 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=41664 qcache=0 func='avg';
LOG:  duration: 4708.426 ms  statement: select a/41664, avg(b) from uk3 group by a/41664;
LOG:  duration: 0.372 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=41712 qcache=0 func='avg';
LOG:  duration: 4716.891 ms  statement: select a/41712, avg(b) from uk3 group by a/41712;
LOG:  duration: 0.397 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=41760 qcache=0 func='avg';
LOG:  duration: 4980.919 ms  statement: select a/41760, avg(b) from uk3 group by a/41760;
LOG:  duration: 0.635 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=41808 qcache=0 func='avg';
LOG:  duration: 5185.698 ms  statement: select a/41808, avg(b) from uk3 group by a/41808;
LOG:  duration: 0.404 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=41856 qcache=0 func='avg';
LOG:  duration: 5200.828 ms  statement: select a/41856, avg(b) from uk3 group by a/41856;
LOG:  duration: 0.642 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=41904 qcache=0 func='avg';
LOG:  duration: 5370.483 ms  statement: select a/41904, avg(b) from uk3 group by a/41904;
LOG:  duration: 0.492 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=41952 qcache=0 func='avg';
LOG:  duration: 5131.679 ms  statement: select a/41952, avg(b) from uk3 group by a/41952;
LOG:  duration: 0.405 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=42000 qcache=0 func='avg';
LOG:  duration: 5099.397 ms  statement: select a/42000, avg(b) from uk3 group by a/42000;
LOG:  duration: 0.414 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=42048 qcache=0 func='avg';
LOG:  duration: 5102.212 ms  statement: select a/42048, avg(b) from uk3 group by a/42048;
LOG:  duration: 0.390 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=42096 qcache=0 func='avg';
LOG:  duration: 5089.014 ms  statement: select a/42096, avg(b) from uk3 group by a/42096;
LOG:  duration: 0.508 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=42144 qcache=0 func='avg';
LOG:  duration: 5330.465 ms  statement: select a/42144, avg(b) from uk3 group by a/42144;
LOG:  duration: 0.568 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=42192 qcache=0 func='avg';
LOG:  duration: 5038.277 ms  statement: select a/42192, avg(b) from uk3 group by a/42192;
LOG:  duration: 0.481 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=42240 qcache=0 func='avg';
LOG:  duration: 5124.607 ms  statement: select a/42240, avg(b) from uk3 group by a/42240;
LOG:  duration: 0.407 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=42288 qcache=0 func='avg';
LOG:  duration: 5100.911 ms  statement: select a/42288, avg(b) from uk3 group by a/42288;
LOG:  duration: 0.587 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=42336 qcache=0 func='avg';
LOG:  duration: 5043.184 ms  statement: select a/42336, avg(b) from uk3 group by a/42336;
LOG:  duration: 0.397 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=42384 qcache=0 func='avg';
LOG:  duration: 5038.258 ms  statement: select a/42384, avg(b) from uk3 group by a/42384;
LOG:  duration: 0.510 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=42432 qcache=0 func='avg';
LOG:  duration: 5166.913 ms  statement: select a/42432, avg(b) from uk3 group by a/42432;
LOG:  duration: 0.622 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=42480 qcache=0 func='avg';
LOG:  duration: 5127.089 ms  statement: select a/42480, avg(b) from uk3 group by a/42480;
LOG:  duration: 0.384 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=42528 qcache=0 func='avg';
LOG:  duration: 5105.594 ms  statement: select a/42528, avg(b) from uk3 group by a/42528;
LOG:  duration: 0.382 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=42576 qcache=0 func='avg';
LOG:  duration: 5119.027 ms  statement: select a/42576, avg(b) from uk3 group by a/42576;
LOG:  duration: 0.389 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=42624 qcache=0 func='avg';
LOG:  duration: 5057.838 ms  statement: select a/42624, avg(b) from uk3 group by a/42624;
LOG:  duration: 0.399 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=42672 qcache=0 func='avg';
LOG:  duration: 5072.268 ms  statement: select a/42672, avg(b) from uk3 group by a/42672;
LOG:  duration: 0.496 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=42720 qcache=0 func='avg';
LOG:  duration: 5043.360 ms  statement: select a/42720, avg(b) from uk3 group by a/42720;
LOG:  duration: 0.409 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=42768 qcache=0 func='avg';
LOG:  duration: 5065.866 ms  statement: select a/42768, avg(b) from uk3 group by a/42768;
LOG:  duration: 0.490 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=42816 qcache=0 func='avg';
LOG:  duration: 5091.924 ms  statement: select a/42816, avg(b) from uk3 group by a/42816;
LOG:  duration: 0.422 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=42864 qcache=0 func='avg';
LOG:  duration: 5443.424 ms  statement: select a/42864, avg(b) from uk3 group by a/42864;
LOG:  duration: 0.642 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=42912 qcache=0 func='avg';
LOG:  duration: 5119.400 ms  statement: select a/42912, avg(b) from uk3 group by a/42912;
LOG:  duration: 690.064 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=42960 qcache=0 func='avg';
LOG:  duration: 5161.021 ms  statement: select a/42960, avg(b) from uk3 group by a/42960;
LOG:  duration: 669.050 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=43008 qcache=0 func='avg';
LOG:  duration: 5082.947 ms  statement: select a/43008, avg(b) from uk3 group by a/43008;
LOG:  duration: 668.785 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=43056 qcache=0 func='avg';
LOG:  duration: 5041.206 ms  statement: select a/43056, avg(b) from uk3 group by a/43056;
LOG:  duration: 674.546 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=43104 qcache=0 func='avg';
LOG:  duration: 5032.562 ms  statement: select a/43104, avg(b) from uk3 group by a/43104;
LOG:  duration: 676.605 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=43152 qcache=0 func='avg';
LOG:  duration: 5052.750 ms  statement: select a/43152, avg(b) from uk3 group by a/43152;
LOG:  duration: 664.348 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=43200 qcache=0 func='avg';
LOG:  duration: 5161.253 ms  statement: select a/43200, avg(b) from uk3 group by a/43200;
LOG:  duration: 669.406 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=43248 qcache=0 func='avg';
LOG:  duration: 5120.489 ms  statement: select a/43248, avg(b) from uk3 group by a/43248;
LOG:  duration: 660.075 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=43296 qcache=0 func='avg';
LOG:  duration: 5067.173 ms  statement: select a/43296, avg(b) from uk3 group by a/43296;
LOG:  duration: 668.785 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=43344 qcache=0 func='avg';
LOG:  duration: 5062.755 ms  statement: select a/43344, avg(b) from uk3 group by a/43344;
LOG:  duration: 684.403 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=43392 qcache=0 func='avg';
LOG:  duration: 5062.736 ms  statement: select a/43392, avg(b) from uk3 group by a/43392;
LOG:  duration: 673.947 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=43440 qcache=0 func='avg';
LOG:  duration: 5054.584 ms  statement: select a/43440, avg(b) from uk3 group by a/43440;
LOG:  duration: 659.024 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=43488 qcache=0 func='avg';
LOG:  duration: 5189.002 ms  statement: select a/43488, avg(b) from uk3 group by a/43488;
LOG:  duration: 653.164 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=43536 qcache=0 func='avg';
LOG:  duration: 5092.925 ms  statement: select a/43536, avg(b) from uk3 group by a/43536;
LOG:  duration: 660.217 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=43584 qcache=0 func='avg';
LOG:  duration: 5254.731 ms  statement: select a/43584, avg(b) from uk3 group by a/43584;
LOG:  duration: 664.346 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=43632 qcache=0 func='avg';
LOG:  duration: 5109.214 ms  statement: select a/43632, avg(b) from uk3 group by a/43632;
LOG:  duration: 650.670 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=43680 qcache=0 func='avg';
LOG:  duration: 5089.040 ms  statement: select a/43680, avg(b) from uk3 group by a/43680;
LOG:  duration: 675.338 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=43728 qcache=0 func='avg';
LOG:  duration: 5142.896 ms  statement: select a/43728, avg(b) from uk3 group by a/43728;
LOG:  duration: 670.473 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=43776 qcache=0 func='avg';
LOG:  duration: 5150.162 ms  statement: select a/43776, avg(b) from uk3 group by a/43776;
LOG:  duration: 672.616 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=43824 qcache=0 func='avg';
LOG:  duration: 5048.878 ms  statement: select a/43824, avg(b) from uk3 group by a/43824;
LOG:  duration: 670.045 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=43872 qcache=0 func='avg';
LOG:  duration: 5094.090 ms  statement: select a/43872, avg(b) from uk3 group by a/43872;
LOG:  duration: 675.037 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=43920 qcache=0 func='avg';
LOG:  duration: 5087.857 ms  statement: select a/43920, avg(b) from uk3 group by a/43920;
LOG:  duration: 667.686 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=43968 qcache=0 func='avg';
LOG:  duration: 5197.137 ms  statement: select a/43968, avg(b) from uk3 group by a/43968;
LOG:  duration: 672.027 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=44016 qcache=0 func='avg';
LOG:  duration: 5094.664 ms  statement: select a/44016, avg(b) from uk3 group by a/44016;
LOG:  duration: 663.910 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=44064 qcache=0 func='avg';
LOG:  duration: 5059.300 ms  statement: select a/44064, avg(b) from uk3 group by a/44064;
LOG:  duration: 660.764 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=44112 qcache=0 func='avg';
LOG:  duration: 5098.506 ms  statement: select a/44112, avg(b) from uk3 group by a/44112;
LOG:  duration: 664.654 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=44160 qcache=0 func='avg';
LOG:  duration: 5078.742 ms  statement: select a/44160, avg(b) from uk3 group by a/44160;
LOG:  duration: 674.111 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=44208 qcache=0 func='avg';
LOG:  duration: 5101.950 ms  statement: select a/44208, avg(b) from uk3 group by a/44208;
LOG:  duration: 684.941 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=44256 qcache=0 func='avg';
LOG:  duration: 5102.806 ms  statement: select a/44256, avg(b) from uk3 group by a/44256;
LOG:  duration: 669.521 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=44304 qcache=0 func='avg';
LOG:  duration: 5133.146 ms  statement: select a/44304, avg(b) from uk3 group by a/44304;
LOG:  duration: 688.654 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=44352 qcache=0 func='avg';
LOG:  duration: 5090.243 ms  statement: select a/44352, avg(b) from uk3 group by a/44352;
LOG:  duration: 677.291 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=44400 qcache=0 func='avg';
LOG:  duration: 5119.907 ms  statement: select a/44400, avg(b) from uk3 group by a/44400;
LOG:  duration: 683.547 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=44448 qcache=0 func='avg';
LOG:  duration: 5140.950 ms  statement: select a/44448, avg(b) from uk3 group by a/44448;
LOG:  duration: 661.226 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=44496 qcache=0 func='avg';
LOG:  duration: 5068.707 ms  statement: select a/44496, avg(b) from uk3 group by a/44496;
LOG:  duration: 660.832 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=44544 qcache=0 func='avg';
LOG:  duration: 5055.689 ms  statement: select a/44544, avg(b) from uk3 group by a/44544;
LOG:  duration: 673.103 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=44592 qcache=0 func='avg';
LOG:  duration: 5101.607 ms  statement: select a/44592, avg(b) from uk3 group by a/44592;
LOG:  duration: 660.622 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=44640 qcache=0 func='avg';
LOG:  duration: 5027.531 ms  statement: select a/44640, avg(b) from uk3 group by a/44640;
LOG:  duration: 664.905 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=44688 qcache=0 func='avg';
LOG:  duration: 5069.372 ms  statement: select a/44688, avg(b) from uk3 group by a/44688;
LOG:  duration: 689.792 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=44736 qcache=0 func='avg';
LOG:  duration: 5116.189 ms  statement: select a/44736, avg(b) from uk3 group by a/44736;
LOG:  duration: 676.015 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=44784 qcache=0 func='avg';
LOG:  duration: 5070.750 ms  statement: select a/44784, avg(b) from uk3 group by a/44784;
LOG:  duration: 654.236 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=44832 qcache=0 func='avg';
LOG:  duration: 5276.453 ms  statement: select a/44832, avg(b) from uk3 group by a/44832;
LOG:  duration: 668.325 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=44880 qcache=0 func='avg';
LOG:  duration: 5055.273 ms  statement: select a/44880, avg(b) from uk3 group by a/44880;
LOG:  duration: 654.386 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=44928 qcache=0 func='avg';
LOG:  duration: 5085.999 ms  statement: select a/44928, avg(b) from uk3 group by a/44928;
LOG:  duration: 671.520 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=44976 qcache=0 func='avg';
LOG:  duration: 5152.547 ms  statement: select a/44976, avg(b) from uk3 group by a/44976;
LOG:  duration: 656.309 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=45024 qcache=0 func='avg';
LOG:  duration: 5125.164 ms  statement: select a/45024, avg(b) from uk3 group by a/45024;
LOG:  duration: 666.630 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=45072 qcache=0 func='avg';
LOG:  duration: 5070.990 ms  statement: select a/45072, avg(b) from uk3 group by a/45072;
LOG:  duration: 0.381 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=45120 qcache=0 func='avg';
LOG:  duration: 4982.894 ms  statement: select a/45120, avg(b) from uk3 group by a/45120;
LOG:  duration: 0.477 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=45168 qcache=0 func='avg';
LOG:  duration: 5173.016 ms  statement: select a/45168, avg(b) from uk3 group by a/45168;
LOG:  duration: 0.480 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=45216 qcache=0 func='avg';
LOG:  duration: 5030.469 ms  statement: select a/45216, avg(b) from uk3 group by a/45216;
LOG:  duration: 0.394 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=45264 qcache=0 func='avg';
LOG:  duration: 5083.113 ms  statement: select a/45264, avg(b) from uk3 group by a/45264;
LOG:  duration: 0.474 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=45312 qcache=0 func='avg';
LOG:  duration: 5029.245 ms  statement: select a/45312, avg(b) from uk3 group by a/45312;
LOG:  duration: 0.408 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=45360 qcache=0 func='avg';
LOG:  duration: 4995.387 ms  statement: select a/45360, avg(b) from uk3 group by a/45360;
LOG:  duration: 0.485 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=45408 qcache=0 func='avg';
LOG:  duration: 4998.396 ms  statement: select a/45408, avg(b) from uk3 group by a/45408;
LOG:  duration: 0.467 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=45456 qcache=0 func='avg';
LOG:  duration: 5033.005 ms  statement: select a/45456, avg(b) from uk3 group by a/45456;
LOG:  duration: 0.406 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=45504 qcache=0 func='avg';
LOG:  duration: 5015.585 ms  statement: select a/45504, avg(b) from uk3 group by a/45504;
LOG:  duration: 0.446 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=45552 qcache=0 func='avg';
LOG:  duration: 5043.489 ms  statement: select a/45552, avg(b) from uk3 group by a/45552;
LOG:  duration: 0.421 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=45600 qcache=0 func='avg';
LOG:  duration: 5031.602 ms  statement: select a/45600, avg(b) from uk3 group by a/45600;
LOG:  duration: 0.604 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=45648 qcache=0 func='avg';
LOG:  duration: 5091.215 ms  statement: select a/45648, avg(b) from uk3 group by a/45648;
LOG:  duration: 0.432 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=45696 qcache=0 func='avg';
LOG:  duration: 5045.867 ms  statement: select a/45696, avg(b) from uk3 group by a/45696;
LOG:  duration: 0.696 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=45744 qcache=0 func='avg';
LOG:  duration: 5032.856 ms  statement: select a/45744, avg(b) from uk3 group by a/45744;
LOG:  duration: 0.411 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=45792 qcache=0 func='avg';
LOG:  duration: 5028.609 ms  statement: select a/45792, avg(b) from uk3 group by a/45792;
LOG:  duration: 0.404 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=45840 qcache=0 func='avg';
LOG:  duration: 5039.778 ms  statement: select a/45840, avg(b) from uk3 group by a/45840;
LOG:  duration: 0.375 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=45888 qcache=0 func='avg';
LOG:  duration: 5070.494 ms  statement: select a/45888, avg(b) from uk3 group by a/45888;
LOG:  duration: 0.408 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=45936 qcache=0 func='avg';
LOG:  duration: 5041.472 ms  statement: select a/45936, avg(b) from uk3 group by a/45936;
LOG:  duration: 0.730 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=45984 qcache=0 func='avg';
LOG:  duration: 5053.116 ms  statement: select a/45984, avg(b) from uk3 group by a/45984;
LOG:  duration: 0.379 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=46032 qcache=0 func='avg';
LOG:  duration: 5002.898 ms  statement: select a/46032, avg(b) from uk3 group by a/46032;
LOG:  duration: 0.397 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=46080 qcache=0 func='avg';
LOG:  duration: 5110.572 ms  statement: select a/46080, avg(b) from uk3 group by a/46080;
LOG:  duration: 0.407 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=46128 qcache=0 func='avg';
LOG:  duration: 5007.056 ms  statement: select a/46128, avg(b) from uk3 group by a/46128;
LOG:  duration: 0.456 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=46176 qcache=0 func='avg';
LOG:  duration: 5001.396 ms  statement: select a/46176, avg(b) from uk3 group by a/46176;
LOG:  duration: 0.426 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=46224 qcache=0 func='avg';
LOG:  duration: 4961.679 ms  statement: select a/46224, avg(b) from uk3 group by a/46224;
LOG:  duration: 0.705 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=46272 qcache=0 func='avg';
LOG:  duration: 4932.909 ms  statement: select a/46272, avg(b) from uk3 group by a/46272;
LOG:  duration: 0.449 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=46320 qcache=0 func='avg';
LOG:  duration: 5096.943 ms  statement: select a/46320, avg(b) from uk3 group by a/46320;
LOG:  duration: 0.426 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=46368 qcache=0 func='avg';
LOG:  duration: 5274.421 ms  statement: select a/46368, avg(b) from uk3 group by a/46368;
LOG:  duration: 0.486 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=46416 qcache=0 func='avg';
LOG:  duration: 5042.080 ms  statement: select a/46416, avg(b) from uk3 group by a/46416;
LOG:  duration: 0.374 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=46464 qcache=0 func='avg';
LOG:  duration: 5045.173 ms  statement: select a/46464, avg(b) from uk3 group by a/46464;
LOG:  duration: 0.586 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=46512 qcache=0 func='avg';
LOG:  duration: 5077.905 ms  statement: select a/46512, avg(b) from uk3 group by a/46512;
LOG:  duration: 1.316 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=46560 qcache=0 func='avg';
LOG:  duration: 5057.839 ms  statement: select a/46560, avg(b) from uk3 group by a/46560;
LOG:  duration: 0.472 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=46608 qcache=0 func='avg';
LOG:  duration: 5119.024 ms  statement: select a/46608, avg(b) from uk3 group by a/46608;
LOG:  duration: 0.400 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=46656 qcache=0 func='avg';
LOG:  duration: 5089.367 ms  statement: select a/46656, avg(b) from uk3 group by a/46656;
LOG:  duration: 0.386 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=46704 qcache=0 func='avg';
LOG:  duration: 5021.711 ms  statement: select a/46704, avg(b) from uk3 group by a/46704;
LOG:  duration: 0.405 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=46752 qcache=0 func='avg';
LOG:  duration: 5028.232 ms  statement: select a/46752, avg(b) from uk3 group by a/46752;
LOG:  duration: 0.699 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=46800 qcache=0 func='avg';
LOG:  duration: 5035.249 ms  statement: select a/46800, avg(b) from uk3 group by a/46800;
LOG:  duration: 0.574 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=46848 qcache=0 func='avg';
LOG:  duration: 5049.677 ms  statement: select a/46848, avg(b) from uk3 group by a/46848;
LOG:  duration: 0.494 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=46896 qcache=0 func='avg';
LOG:  duration: 5076.833 ms  statement: select a/46896, avg(b) from uk3 group by a/46896;
LOG:  duration: 0.536 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=46944 qcache=0 func='avg';
LOG:  duration: 5021.650 ms  statement: select a/46944, avg(b) from uk3 group by a/46944;
LOG:  duration: 0.642 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=46992 qcache=0 func='avg';
LOG:  duration: 5075.984 ms  statement: select a/46992, avg(b) from uk3 group by a/46992;
LOG:  duration: 0.386 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=47040 qcache=0 func='avg';
LOG:  duration: 4999.843 ms  statement: select a/47040, avg(b) from uk3 group by a/47040;
LOG:  duration: 1.630 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=47088 qcache=0 func='avg';
LOG:  duration: 5089.157 ms  statement: select a/47088, avg(b) from uk3 group by a/47088;
LOG:  duration: 0.497 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=47136 qcache=0 func='avg';
LOG:  duration: 4999.687 ms  statement: select a/47136, avg(b) from uk3 group by a/47136;
LOG:  duration: 0.450 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=47184 qcache=0 func='avg';
LOG:  duration: 5238.245 ms  statement: select a/47184, avg(b) from uk3 group by a/47184;
LOG:  duration: 0.400 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=47232 qcache=0 func='avg';
LOG:  duration: 5203.083 ms  statement: select a/47232, avg(b) from uk3 group by a/47232;
LOG:  duration: 680.439 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=47280 qcache=0 func='avg';
LOG:  duration: 5020.582 ms  statement: select a/47280, avg(b) from uk3 group by a/47280;
LOG:  duration: 669.048 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=47328 qcache=0 func='avg';
LOG:  duration: 5010.577 ms  statement: select a/47328, avg(b) from uk3 group by a/47328;
LOG:  duration: 670.088 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=47376 qcache=0 func='avg';
LOG:  duration: 5025.486 ms  statement: select a/47376, avg(b) from uk3 group by a/47376;
LOG:  duration: 655.043 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=47424 qcache=0 func='avg';
LOG:  duration: 5078.710 ms  statement: select a/47424, avg(b) from uk3 group by a/47424;
LOG:  duration: 667.406 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=47472 qcache=0 func='avg';
LOG:  duration: 5058.782 ms  statement: select a/47472, avg(b) from uk3 group by a/47472;
LOG:  duration: 661.036 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=47520 qcache=0 func='avg';
LOG:  duration: 5014.667 ms  statement: select a/47520, avg(b) from uk3 group by a/47520;
LOG:  duration: 663.900 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=47568 qcache=0 func='avg';
LOG:  duration: 5033.844 ms  statement: select a/47568, avg(b) from uk3 group by a/47568;
LOG:  duration: 663.746 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=47616 qcache=0 func='avg';
LOG:  duration: 4987.752 ms  statement: select a/47616, avg(b) from uk3 group by a/47616;
LOG:  duration: 630.154 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=47664 qcache=0 func='avg';
LOG:  duration: 4960.785 ms  statement: select a/47664, avg(b) from uk3 group by a/47664;
LOG:  duration: 652.540 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=47712 qcache=0 func='avg';
LOG:  duration: 5052.336 ms  statement: select a/47712, avg(b) from uk3 group by a/47712;
LOG:  duration: 689.679 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=47760 qcache=0 func='avg';
LOG:  duration: 5085.418 ms  statement: select a/47760, avg(b) from uk3 group by a/47760;
LOG:  duration: 669.195 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=47808 qcache=0 func='avg';
LOG:  duration: 5009.912 ms  statement: select a/47808, avg(b) from uk3 group by a/47808;
LOG:  duration: 654.140 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=47856 qcache=0 func='avg';
